text,template,medium_word,content_word,style_word,seed
a painting of a airplane in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Pop Art,219
a painting of a airplane in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Post Impressionism,220
a painting of a airplane in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Realism,221
a painting of a airplane in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Rococo,222
a painting of a airplane in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Romanticism,223
a painting of a airplane in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Symbolism,224
a painting of a airplane in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Synthetic Cubism,225
a painting of a airplane in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Ukiyo e,226
a painting of a airplane in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Albrecht Durer,227
a painting of a airplane in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Boris Kustodiev,228
a painting of a airplane in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Camille Pissarro,229
a painting of a airplane in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Childe Hassam,230
a painting of a airplane in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Claude Monet,231
a painting of a airplane in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Edgar Degas,232
a painting of a airplane in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Eugene Boudin,233
a painting of a airplane in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Gustave Dore,234
a painting of a airplane in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Ilya Repin,235
a painting of a airplane in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Ivan Aivazovsky,236
a painting of a airplane in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Ivan Shishkin,237
a painting of a airplane in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,John Singer Sargent,238
a painting of a airplane in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Marc Chagall,239
a painting of a airplane in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Martiros Saryan,240
a painting of a airplane in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Nicholas Roerich,241
a painting of a airplane in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Pablo Picasso,242
a painting of a airplane in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Paul Cezanne,243
a painting of a airplane in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Pierre Auguste Renoir,244
a painting of a airplane in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Pyotr Konchalovsky,245
a painting of a airplane in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Raphael Kirchner,246
a painting of a airplane in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Rembrandt,247
a painting of a airplane in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Salvador Dali,248
a painting of a airplane in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,airplane,Vincent van Gogh,249
a painting of a bus in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Abstract Expressionism,250
a painting of a bus in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Action painting,251
a painting of a bus in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Analytical Cubism,252
a painting of a bus in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Art Nouveau,253
a painting of a bus in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Baroque,254
a painting of a bus in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Color Field Painting,255
a painting of a bus in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Contemporary Realism,256
a painting of a bus in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Cubism,257
a painting of a bus in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Early Renaissance,258
a painting of a bus in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Expressionism,259
a painting of a bus in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Fauvism,260
a painting of a bus in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,High Renaissance,261
a painting of a bus in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Impressionism,262
a painting of a bus in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Mannerism Late Renaissance,263
a painting of a bus in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Minimalism,264
a painting of a bus in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Naive Art Primitivism,265
a painting of a bus in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,New Realism,266
a painting of a bus in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Northern Renaissance,267
a painting of a bus in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Pointillism,268
a painting of a bus in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Pop Art,269
a painting of a bus in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Post Impressionism,270
a painting of a bus in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Realism,271
a painting of a bus in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Rococo,272
a painting of a bus in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Romanticism,273
a painting of a bus in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Symbolism,274
a painting of a bus in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Synthetic Cubism,275
a painting of a bus in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Ukiyo e,276
a painting of a bus in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Albrecht Durer,277
a painting of a bus in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Boris Kustodiev,278
a painting of a bus in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Camille Pissarro,279
a painting of a bus in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Childe Hassam,280
a painting of a bus in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Claude Monet,281
a painting of a bus in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Edgar Degas,282
a painting of a bus in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Eugene Boudin,283
a painting of a bus in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Gustave Dore,284
a painting of a bus in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Ilya Repin,285
a painting of a bus in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Ivan Aivazovsky,286
a painting of a bus in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Ivan Shishkin,287
a painting of a bus in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,John Singer Sargent,288
a painting of a bus in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Marc Chagall,289
a painting of a bus in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Martiros Saryan,290
a painting of a bus in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Nicholas Roerich,291
a painting of a bus in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Pablo Picasso,292
a painting of a bus in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Paul Cezanne,293
a painting of a bus in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Pierre Auguste Renoir,294
a painting of a bus in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Pyotr Konchalovsky,295
a painting of a bus in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Raphael Kirchner,296
a painting of a bus in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Rembrandt,297
a painting of a bus in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Salvador Dali,298
a painting of a bus in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bus,Vincent van Gogh,299
a painting of a train in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Abstract Expressionism,300
a painting of a train in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Action painting,301
a painting of a train in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Analytical Cubism,302
a painting of a train in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Art Nouveau,303
a painting of a train in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Baroque,304
a painting of a train in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Color Field Painting,305
a painting of a train in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Contemporary Realism,306
a painting of a train in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Cubism,307
a painting of a train in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Early Renaissance,308
a painting of a train in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Expressionism,309
a painting of a train in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Fauvism,310
a painting of a train in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,High Renaissance,311
a painting of a train in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Impressionism,312
a painting of a train in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Mannerism Late Renaissance,313
a painting of a train in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Minimalism,314
a painting of a train in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Naive Art Primitivism,315
a painting of a train in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,New Realism,316
a painting of a train in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Northern Renaissance,317
a painting of a train in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Pointillism,318
a painting of a train in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Pop Art,319
a painting of a train in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Post Impressionism,320
a painting of a train in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Realism,321
a painting of a train in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Rococo,322
a painting of a train in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Romanticism,323
a painting of a train in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Symbolism,324
a painting of a train in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Synthetic Cubism,325
a painting of a train in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Ukiyo e,326
a painting of a train in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Albrecht Durer,327
a painting of a train in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Boris Kustodiev,328
a painting of a train in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Camille Pissarro,329
a painting of a train in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Childe Hassam,330
a painting of a train in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Claude Monet,331
a painting of a train in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Edgar Degas,332
a painting of a train in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Eugene Boudin,333
a painting of a train in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Gustave Dore,334
a painting of a train in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Ilya Repin,335
a painting of a train in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Ivan Aivazovsky,336
a painting of a train in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Ivan Shishkin,337
a painting of a train in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,John Singer Sargent,338
a painting of a train in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Marc Chagall,339
a painting of a train in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,train,Martiros Saryan,340
